Location,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
St. Vincent and the Grenadines,,0.073042462,0.072110184,0.071286846,0.070525177,0.069790164,0.069076675,0.068386979,0.067708627,0.067025626,0.066329858,0.065616798,0.064889418,0.053466786,0.052869771,0.052293597,0.051738946,0.051203801,0.050692459,0.050206348,0.049748274,0.049320365,0.039138177,0.038840608,0.03855719,0.038285939,0.038023898,0.037774336,0.037547051,0.0373549,0.037206187,0.037101965,0.037036694,0.046254753,0.046241064,0.046244058,0.046262884,0.046295868,0.046329327,0.046348223,0.046340491,0.046301012,0.046232085,0.046145043,0.046056207,0.045977434,0.04591031,0.045850948,0.045802226,0.045764496,0.045738959,0.045728501,0.045731428,,,
"Venezuela, RB",,0.342721378,0.329898221,0.317950711,0.306766755,0.296294215,0.286285903,0.277544169,0.268241255,0.260246725,0.252939352,0.246025169,0.236358247,0.229485373,0.22364125,0.21757373,0.211949189,0.209799268,0.20342933,0.197498738,0.192714807,0.177898463,0.173669729,0.16308263,0.158813107,0.166608988,0.171689059,0.167970722,0.163754728,0.146738269,0.142584123,0.139876326,0.125051257,0.122225392,0.119069492,0.116320621,0.114087854,0.112212206,0.110032643,0.107936631,0.105998507,0.104169077,0.098428518,0.100550891,0.100705,0.098994681,0.097350494,0.095769313,0.096028284,0.091040855,0.089668329,0.088352338,0.090439421,,,
Virgin Islands (U.S.),,0.117302053,0.110192837,0.15503876,0.14527845,0.136363636,0.126849894,0.098425197,0.091575092,0.085324232,0.079365079,0.070422535,0.065789474,0.05952381,0.055555556,0.053191489,0.052083333,0.053763441,0.052083333,0.052083333,0.051546392,0.051020408,0.049019608,0.048076923,0.046296296,0.037383178,0.037558685,0.037735849,0.038277512,0.038834951,0.038475227,0.03816539,0.037839014,0.03753155,0.027954565,0.027824926,0.027753879,0.02768677,0.027640853,0.018416885,0.018409595,0.018452568,0.018482922,0.018503955,0.018527096,0.018542039,0.009285051,0.009308993,0.009337853,0.009371456,0.009410259,0.009453225,0.009498931,,,
Vietnam,,0.156655753,0.153641724,0.150667825,0.147708522,0.144753658,0.141791426,0.13931966,0.136822009,0.134057884,0.131760631,0.128759291,0.126234416,0.123949809,0.121488554,0.118675828,0.120021156,0.118898499,0.116630376,0.113554228,0.110614525,0.108000439,0.105590174,0.103256553,0.100880538,0.095399878,0.092449667,0.089506073,0.086306372,0.083366783,0.080873476,0.079830583,0.080438159,0.079202234,0.077148444,0.075046357,0.075919225,0.076278246,0.076375332,0.078332356,0.079865105,0.084570818,0.082979518,0.081784673,0.079442362,0.077167593,0.076196238,0.074919406,0.073808693,0.073234525,0.074045955,0.073998179,0.072094074,,,
Vanuatu,,0.15218847,0.147479574,0.142934736,0.138636647,0.174996971,0.170134799,0.165567131,0.161152363,0.156737922,0.175668712,0.170410006,0.165154585,0.159981229,0.154969884,0.160193835,0.155303619,0.160040669,0.155351872,0.159887723,0.155663559,0.160232084,0.156464882,0.160968386,0.157363841,0.153813025,0.150330728,0.146919466,0.143503936,0.14000504,0.136394945,0.132644466,0.128831115,0.125145482,0.121796004,0.11888062,0.11641308,0.114283102,0.112312859,0.110286414,0.108074225,0.105659101,0.103115639,0.100521202,0.09797006,0.095522388,0.093181448,0.090927276,0.08875674,0.086661871,0.08463853,0.082686997,0.080808734,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05509926,0.051236318,0.048068235,0.045963275,0.043950508,0.044854538,0.041344716,0.038795234,0.030253176,0.034755976,0.03490577,0.034025133,0.033166709,0.032012993,0.031514299,0.029815721,0.02759565,0.024896294,0.023076786,0.017111364,0.0114665,0.011331658,0.01111962,,,
World,,0.365124829,0.360172606,0.356768769,0.351443764,0.346233116,0.339219673,0.333660842,0.330164314,0.328500759,0.320921393,0.313338608,0.306379558,0.302126541,0.296198615,0.290520449,0.285925061,0.279859121,0.276066667,0.271940342,0.266978115,0.261776933,0.259665397,0.255863739,0.254921444,0.253508991,0.250833171,0.246660106,0.242804935,0.238970236,0.235501679,0.232009127,0.257247835,0.252930553,0.248773387,0.244250108,0.239168266,0.236356722,0.23324229,0.229622517,0.225866042,0.222779809,0.221016459,0.218988709,0.217591689,0.214961463,0.211806279,0.207822757,0.206421836,0.204027439,0.201689584,0.200482478,0.197266026,,,
Samoa,,0.089189358,0.09500285,0.092000937,0.089174246,0.086567822,0.084170575,0.081970878,0.087270823,0.085397096,0.087305745,0.089385782,0.088241483,0.087313368,0.086540318,0.092480662,0.098431656,0.097883115,0.097396273,0.100153137,0.102858171,0.102278902,0.101651197,0.104809228,0.106729616,0.106230082,0.108349783,0.109928329,0.111507583,0.114196826,0.116661038,0.115802112,0.102676846,0.101670993,0.100719254,0.099907145,0.099255004,0.098727576,0.098277826,0.09380863,0.080176847,0.079741637,0.073616019,0.073166476,0.067116346,0.061135565,0.057435716,0.054873298,0.049062364,0.042772063,0.043004048,0.042681691,0.042350226,,,
"Yemen, Rep.",,0.240304833,0.238421437,0.23667,0.234487179,0.232240705,0.22899944,0.226008169,0.222666695,0.219439314,0.216366045,0.213957228,0.211126144,0.208081163,0.204491015,0.200618813,0.194857924,0.188601313,0.182342293,0.175915608,0.169491925,0.163446562,0.157272038,0.151273718,0.145499874,0.140368941,0.135124315,0.130518076,0.125559096,0.12059251,0.127329437,0.121547278,0.104039237,0.11628809,0.111186352,0.106968707,0.104011766,0.09828861,0.092929652,0.089399114,0.086821073,0.080081777,0.075137676,0.06462265,0.066477296,0.062767062,0.065137089,0.062900023,0.055772826,0.051014571,0.054722005,0.04790604,0.04999439,,,
South Africa,,0.668525092,0.652782462,0.638989851,0.626593753,0.615167406,0.603396565,0.591580015,0.580985228,0.5705026,0.560057953,0.549057393,0.538348673,0.527986497,0.517986128,0.508330637,0.499127477,0.487104046,0.475425852,0.463238035,0.451116913,0.438865737,0.426448594,0.415657325,0.405010778,0.394629084,0.3922632,0.381075794,0.373571334,0.368216812,0.363636364,0.359000396,0.35875538,0.358277021,0.351328831,0.345092025,0.341247893,0.33475001,0.326971447,0.320570429,0.313909091,0.30472233,0.300792522,0.294837966,0.284627784,0.278252896,0.262545404,0.258958175,0.259402174,0.252918244,0.24675239,0.233408108,0.229262732,,,
"Congo, Dem. Rep.",,0.409266955,0.398971476,0.388776178,0.377427717,0.366151504,0.356065942,0.346606513,0.338388416,0.329926593,0.321840657,0.314641107,0.307750638,0.300590984,0.293958207,0.28577947,0.279749562,0.27266004,0.26535073,0.257244893,0.251162795,0.245848806,0.239356011,0.23375884,0.228497597,0.2234401,0.217975852,0.211212942,0.204963745,0.198441752,0.190774871,0.183975366,0.177324509,0.17041861,0.164199544,0.158829422,0.154289015,0.150364644,0.146775488,0.143198382,0.139441962,0.135493093,0.131446244,0.127371079,0.123354835,0.119451871,0.115663136,0.111974831,0.109206906,0.106351158,0.103126067,0.099871671,0.09958578,,,
Zambia,,0.811047814,0.787492934,0.770589794,0.754073475,0.731524991,0.723444839,0.704480836,0.690592219,0.675482195,0.660155427,0.667743862,0.682404947,0.627001231,0.611123699,0.586993783,0.59063243,0.539154682,0.492015147,0.402613531,0.393287997,0.369986066,0.34836344,0.353791188,0.340903671,0.343152316,0.340766498,0.343808699,0.349658982,0.382273614,0.355022668,0.329491025,0.324006554,0.316122438,0.316026572,0.286269225,0.302556863,0.287594654,0.268575777,0.280814138,0.266031315,0.250615998,0.231777837,0.251531463,0.244080598,0.226427483,0.243346752,0.231499726,0.232718107,0.248003957,0.265853509,0.237040739,0.256989767,,,
Zimbabwe,,0.486246072,0.482993873,0.479375503,0.475516063,0.466969326,0.467349047,0.4630599,0.45854497,0.453704202,0.448494145,0.442868809,0.433315056,0.418661593,0.413045813,0.399495388,0.386729999,0.374577992,0.362662878,0.350582315,0.343664628,0.336108263,0.328195039,0.320217079,0.312487981,0.305215139,0.298406088,0.292586027,0.286821146,0.281787882,0.277545404,0.274086234,0.271331832,0.269177521,0.27010997,0.266195652,0.286251573,0.290219006,0.278078985,0.28689143,0.288000438,0.285623883,0.286019756,0.284167368,0.293755869,0.298819708,0.306978809,0.303057694,0.313438695,0.298812105,0.293404195,0.287606435,0.274621877,,,
